Restaurant Alias,Latitude,Longitude,Monday Today,Tuesday Today,Wednesday Today,Thursday Today,Friday Today,Saturday Today ,Sunday Today,Monday Pre 2020,Tuesday Pre 2020,Wednesday Pre 2020,Thursday Pre 2020,Friday Pre 2020,Saturday Pre 2020,Sunday Pre 2020,
black-forest-brooklyn-brooklyn-2,40.68566007,-73.99100458,2200,2200,2200,2200,2200,2300,2300,2400,2400,2400,2400,2400,2400,2200,2100
